,date,hot_cold_class,pos_neg_class,Weather,Temperature
30,2016-12-28,cold,Negative,5,3
31,2016-12-28,cold,Negative,7,3
32,2016-12-28,cold,Negative,1,3
33,2016-12-28,cold,Negative,7,3
34,2016-12-28,cold,Negative,1,5
50,2016-12-28,cold,Negative,5,3
51,2016-12-28,cold,Negative,7,3
52,2016-12-28,cold,Negative,1,3
53,2016-12-28,cold,Negative,7,3
54,2016-12-28,cold,Negative,1,5
80,2016-12-28,cold,Negative,5,3
81,2016-12-28,cold,Negative,7,3
82,2016-12-28,cold,Negative,1,3
83,2016-12-28,cold,Negative,7,3
84,2016-12-28,cold,Negative,1,5
295,2016-12-28,cold,Negative,5,3
296,2016-12-28,cold,Negative,7,3
297,2016-12-28,cold,Negative,1,3
298,2016-12-28,cold,Negative,7,3
299,2016-12-28,cold,Negative,1,5
345,2016-12-28,cold,Negative,5,3
346,2016-12-28,cold,Negative,7,3
347,2016-12-28,cold,Negative,1,3
348,2016-12-28,cold,Negative,7,3
349,2016-12-28,cold,Negative,1,5
375,2016-12-28,cold,Negative,5,3
376,2016-12-28,cold,Negative,7,3
377,2016-12-28,cold,Negative,1,3
378,2016-12-28,cold,Negative,7,3
379,2016-12-28,cold,Negative,1,5
425,2016-12-28,cold,Negative,5,3
426,2016-12-28,cold,Negative,7,3
427,2016-12-28,cold,Negative,1,3
428,2016-12-28,cold,Negative,7,3
429,2016-12-28,cold,Negative,1,5
490,2016-12-28,cold,Negative,5,3
491,2016-12-28,cold,Negative,7,3
492,2016-12-28,cold,Negative,1,3
493,2016-12-28,cold,Negative,7,3
494,2016-12-28,cold,Negative,1,5
535,2016-12-28,cold,Negative,5,3
536,2016-12-28,cold,Negative,7,3
537,2016-12-28,cold,Negative,1,3
538,2016-12-28,cold,Negative,7,3
539,2016-12-28,cold,Negative,1,5
590,2016-12-28,cold,Negative,5,3
591,2016-12-28,cold,Negative,7,3
592,2016-12-28,cold,Negative,1,3
593,2016-12-28,cold,Negative,7,3
594,2016-12-28,cold,Negative,1,5
605,2016-12-28,cold,Negative,5,3
606,2016-12-28,cold,Negative,7,3
607,2016-12-28,cold,Negative,1,3
608,2016-12-28,cold,Negative,7,3
609,2016-12-28,cold,Negative,1,5
615,2016-12-28,cold,Negative,5,3
616,2016-12-28,cold,Negative,7,3
617,2016-12-28,cold,Negative,1,3
618,2016-12-28,cold,Negative,7,3
619,2016-12-28,cold,Negative,1,5
670,2016-12-28,cold,Negative,5,3
671,2016-12-28,cold,Negative,7,3
672,2016-12-28,cold,Negative,1,3
673,2016-12-28,cold,Negative,7,3
674,2016-12-28,cold,Negative,1,5
825,2016-12-28,cold,Negative,5,3
826,2016-12-28,cold,Negative,7,3
827,2016-12-28,cold,Negative,1,3
828,2016-12-28,cold,Negative,7,3
829,2016-12-28,cold,Negative,1,5
835,2016-12-28,cold,Negative,5,3
836,2016-12-28,cold,Negative,7,3
837,2016-12-28,cold,Negative,1,3
838,2016-12-28,cold,Negative,7,3
839,2016-12-28,cold,Negative,1,5
880,2016-12-28,cold,Negative,5,3
881,2016-12-28,cold,Negative,7,3
882,2016-12-28,cold,Negative,1,3
883,2016-12-28,cold,Negative,7,3
884,2016-12-28,cold,Negative,1,5
945,2016-12-28,cold,Negative,5,3
946,2016-12-28,cold,Negative,7,3
947,2016-12-28,cold,Negative,1,3
948,2016-12-28,cold,Negative,7,3
949,2016-12-28,cold,Negative,1,5
985,2016-12-28,cold,Negative,5,3
986,2016-12-28,cold,Negative,7,3
987,2016-12-28,cold,Negative,1,3
988,2016-12-28,cold,Negative,7,3
989,2016-12-28,cold,Negative,1,5
1050,2016-12-28,cold,Negative,5,3
1051,2016-12-28,cold,Negative,7,3
1052,2016-12-28,cold,Negative,1,3
1053,2016-12-28,cold,Negative,7,3
1054,2016-12-28,cold,Negative,1,5
1190,2016-12-28,cold,Negative,5,3
1191,2016-12-28,cold,Negative,7,3
1192,2016-12-28,cold,Negative,1,3
1193,2016-12-28,cold,Negative,7,3
1194,2016-12-28,cold,Negative,1,5
1195,2016-12-28,cold,Negative,5,3
1196,2016-12-28,cold,Negative,7,3
1197,2016-12-28,cold,Negative,1,3
1198,2016-12-28,cold,Negative,7,3
1199,2016-12-28,cold,Negative,1,5
1200,2016-12-28,cold,Negative,5,3
1201,2016-12-28,cold,Negative,7,3
1202,2016-12-28,cold,Negative,1,3
1203,2016-12-28,cold,Negative,7,3
1204,2016-12-28,cold,Negative,1,5
1220,2016-12-28,cold,Negative,5,3
1221,2016-12-28,cold,Negative,7,3
1222,2016-12-28,cold,Negative,1,3
1223,2016-12-28,cold,Negative,7,3
1224,2016-12-28,cold,Negative,1,5
1235,2016-12-28,cold,Negative,5,3
1236,2016-12-28,cold,Negative,7,3
1237,2016-12-28,cold,Negative,1,3
1238,2016-12-28,cold,Negative,7,3
1239,2016-12-28,cold,Negative,1,5
1260,2016-12-28,cold,Negative,5,3
1261,2016-12-28,cold,Negative,7,3
1262,2016-12-28,cold,Negative,1,3
1263,2016-12-28,cold,Negative,7,3
1264,2016-12-28,cold,Negative,1,5
1465,2016-12-28,cold,Positive,5,3
1466,2016-12-28,cold,Positive,7,3
1467,2016-12-28,cold,Positive,1,3
1468,2016-12-28,cold,Positive,7,3
1469,2016-12-28,cold,Positive,1,5
1515,2016-12-28,cold,Negative,5,3
1516,2016-12-28,cold,Negative,7,3
1517,2016-12-28,cold,Negative,1,3
1518,2016-12-28,cold,Negative,7,3
1519,2016-12-28,cold,Negative,1,5
1615,2016-12-28,cold,Negative,5,3
1616,2016-12-28,cold,Negative,7,3
1617,2016-12-28,cold,Negative,1,3
1618,2016-12-28,cold,Negative,7,3
1619,2016-12-28,cold,Negative,1,5
1690,2016-12-28,cold,Negative,5,3
1691,2016-12-28,cold,Negative,7,3
1692,2016-12-28,cold,Negative,1,3
1693,2016-12-28,cold,Negative,7,3
1694,2016-12-28,cold,Negative,1,5
1700,2016-12-28,cold,Negative,5,3
1701,2016-12-28,cold,Negative,7,3
1702,2016-12-28,cold,Negative,1,3
1703,2016-12-28,cold,Negative,7,3
1704,2016-12-28,cold,Negative,1,5
1740,2016-12-28,cold,Negative,5,3
1741,2016-12-28,cold,Negative,7,3
1742,2016-12-28,cold,Negative,1,3
1743,2016-12-28,cold,Negative,7,3
1744,2016-12-28,cold,Negative,1,5
1785,2016-12-28,cold,Negative,5,3
1786,2016-12-28,cold,Negative,7,3
1787,2016-12-28,cold,Negative,1,3
1788,2016-12-28,cold,Negative,7,3
1789,2016-12-28,cold,Negative,1,5
1835,2016-12-28,cold,Positive,5,3
1836,2016-12-28,cold,Positive,7,3
1837,2016-12-28,cold,Positive,1,3
1838,2016-12-28,cold,Positive,7,3
1839,2016-12-28,cold,Positive,1,5
1865,2016-12-28,cold,Negative,5,3
1866,2016-12-28,cold,Negative,7,3
1867,2016-12-28,cold,Negative,1,3
1868,2016-12-28,cold,Negative,7,3
1869,2016-12-28,cold,Negative,1,5
1880,2016-12-28,cold,Positive,5,3
1881,2016-12-28,cold,Positive,7,3
1882,2016-12-28,cold,Positive,1,3
1883,2016-12-28,cold,Positive,7,3
1884,2016-12-28,cold,Positive,1,5
1920,2016-12-28,cold,Positive,5,3
1921,2016-12-28,cold,Positive,7,3
1922,2016-12-28,cold,Positive,1,3
1923,2016-12-28,cold,Positive,7,3
1924,2016-12-28,cold,Positive,1,5
1980,2016-12-28,cold,Negative,5,3
1981,2016-12-28,cold,Negative,7,3
1982,2016-12-28,cold,Negative,1,3
1983,2016-12-28,cold,Negative,7,3
1984,2016-12-28,cold,Negative,1,5
1990,2016-12-28,cold,Negative,5,3
1991,2016-12-28,cold,Negative,7,3
1992,2016-12-28,cold,Negative,1,3
1993,2016-12-28,cold,Negative,7,3
1994,2016-12-28,cold,Negative,1,5
2025,2016-12-28,cold,Negative,5,3
2026,2016-12-28,cold,Negative,7,3
2027,2016-12-28,cold,Negative,1,3
2028,2016-12-28,cold,Negative,7,3
2029,2016-12-28,cold,Negative,1,5
2050,2016-12-28,cold,Negative,5,3
2051,2016-12-28,cold,Negative,7,3
2052,2016-12-28,cold,Negative,1,3
2053,2016-12-28,cold,Negative,7,3
2054,2016-12-28,cold,Negative,1,5
2120,2016-12-28,cold,Negative,5,3
2121,2016-12-28,cold,Negative,7,3
2122,2016-12-28,cold,Negative,1,3
2123,2016-12-28,cold,Negative,7,3
2124,2016-12-28,cold,Negative,1,5
2135,2016-12-28,cold,Negative,5,3
2136,2016-12-28,cold,Negative,7,3
2137,2016-12-28,cold,Negative,1,3
2138,2016-12-28,cold,Negative,7,3
2139,2016-12-28,cold,Negative,1,5
2155,2016-12-28,cold,Negative,5,3
2156,2016-12-28,cold,Negative,7,3
2157,2016-12-28,cold,Negative,1,3
2158,2016-12-28,cold,Negative,7,3
2159,2016-12-28,cold,Negative,1,5
2200,2016-12-28,cold,Negative,5,3
2201,2016-12-28,cold,Negative,7,3
2202,2016-12-28,cold,Negative,1,3
2203,2016-12-28,cold,Negative,7,3
2204,2016-12-28,cold,Negative,1,5
2305,2016-12-28,cold,Negative,5,3
2306,2016-12-28,cold,Negative,7,3
2307,2016-12-28,cold,Negative,1,3
2308,2016-12-28,cold,Negative,7,3
2309,2016-12-28,cold,Negative,1,5
2335,2016-12-28,cold,Negative,5,3
2336,2016-12-28,cold,Negative,7,3
2337,2016-12-28,cold,Negative,1,3
2338,2016-12-28,cold,Negative,7,3
2339,2016-12-28,cold,Negative,1,5
2345,2016-12-28,cold,Negative,5,3
2346,2016-12-28,cold,Negative,7,3
2347,2016-12-28,cold,Negative,1,3
2348,2016-12-28,cold,Negative,7,3
2349,2016-12-28,cold,Negative,1,5
2470,2016-12-28,cold,Negative,5,3
2471,2016-12-28,cold,Negative,7,3
2472,2016-12-28,cold,Negative,1,3
2473,2016-12-28,cold,Negative,7,3
2474,2016-12-28,cold,Negative,1,5
2510,2016-12-28,cold,Negative,5,3
2511,2016-12-28,cold,Negative,7,3
2512,2016-12-28,cold,Negative,1,3
2513,2016-12-28,cold,Negative,7,3
2514,2016-12-28,cold,Negative,1,5
2535,2016-12-28,cold,Positive,5,3
2536,2016-12-28,cold,Positive,7,3
2537,2016-12-28,cold,Positive,1,3
2538,2016-12-28,cold,Positive,7,3
2539,2016-12-28,cold,Positive,1,5
2550,2016-12-28,cold,Negative,5,3
2551,2016-12-28,cold,Negative,7,3
2552,2016-12-28,cold,Negative,1,3
2553,2016-12-28,cold,Negative,7,3
2554,2016-12-28,cold,Negative,1,5
2565,2016-12-28,cold,Negative,5,3
2566,2016-12-28,cold,Negative,7,3
2567,2016-12-28,cold,Negative,1,3
2568,2016-12-28,cold,Negative,7,3
2569,2016-12-28,cold,Negative,1,5
2600,2016-12-28,cold,Negative,5,3
2601,2016-12-28,cold,Negative,7,3
2602,2016-12-28,cold,Negative,1,3
2603,2016-12-28,cold,Negative,7,3
2604,2016-12-28,cold,Negative,1,5
2680,2016-12-28,cold,Negative,5,3
2681,2016-12-28,cold,Negative,7,3
2682,2016-12-28,cold,Negative,1,3
2683,2016-12-28,cold,Negative,7,3
2684,2016-12-28,cold,Negative,1,5
2735,2016-12-28,cold,Negative,5,3
2736,2016-12-28,cold,Negative,7,3
2737,2016-12-28,cold,Negative,1,3
2738,2016-12-28,cold,Negative,7,3
2739,2016-12-28,cold,Negative,1,5
2760,2016-12-28,cold,Negative,5,3
2761,2016-12-28,cold,Negative,7,3
2762,2016-12-28,cold,Negative,1,3
2763,2016-12-28,cold,Negative,7,3
2764,2016-12-28,cold,Negative,1,5
2800,2016-12-28,cold,Negative,5,3
2801,2016-12-28,cold,Negative,7,3
2802,2016-12-28,cold,Negative,1,3
2803,2016-12-28,cold,Negative,7,3
2804,2016-12-28,cold,Negative,1,5
2855,2016-12-28,cold,Negative,5,3
2856,2016-12-28,cold,Negative,7,3
2857,2016-12-28,cold,Negative,1,3
2858,2016-12-28,cold,Negative,7,3
2859,2016-12-28,cold,Negative,1,5
2920,2016-12-28,cold,Negative,5,3
2921,2016-12-28,cold,Negative,7,3
2922,2016-12-28,cold,Negative,1,3
2923,2016-12-28,cold,Negative,7,3
2924,2016-12-28,cold,Negative,1,5
3130,2016-12-28,cold,Negative,5,3
3131,2016-12-28,cold,Negative,7,3
3132,2016-12-28,cold,Negative,1,3
3133,2016-12-28,cold,Negative,7,3
3134,2016-12-28,cold,Negative,1,5
3180,2016-12-28,cold,Negative,5,3
3181,2016-12-28,cold,Negative,7,3
3182,2016-12-28,cold,Negative,1,3
3183,2016-12-28,cold,Negative,7,3
3184,2016-12-28,cold,Negative,1,5
3220,2016-12-28,cold,Negative,5,3
3221,2016-12-28,cold,Negative,7,3
3222,2016-12-28,cold,Negative,1,3
3223,2016-12-28,cold,Negative,7,3
3224,2016-12-28,cold,Negative,1,5
3365,2016-12-28,cold,Negative,5,3
3366,2016-12-28,cold,Negative,7,3
3367,2016-12-28,cold,Negative,1,3
3368,2016-12-28,cold,Negative,7,3
3369,2016-12-28,cold,Negative,1,5
3380,2016-12-28,cold,Negative,5,3
3381,2016-12-28,cold,Negative,7,3
3382,2016-12-28,cold,Negative,1,3
3383,2016-12-28,cold,Negative,7,3
3384,2016-12-28,cold,Negative,1,5
3515,2016-12-28,cold,Negative,5,3
3516,2016-12-28,cold,Negative,7,3
3517,2016-12-28,cold,Negative,1,3
3518,2016-12-28,cold,Negative,7,3
3519,2016-12-28,cold,Negative,1,5
3545,2016-12-28,cold,Negative,5,3
3546,2016-12-28,cold,Negative,7,3
3547,2016-12-28,cold,Negative,1,3
3548,2016-12-28,cold,Negative,7,3
3549,2016-12-28,cold,Negative,1,5
3710,2016-12-28,cold,Negative,5,3
3711,2016-12-28,cold,Negative,7,3
3712,2016-12-28,cold,Negative,1,3
3713,2016-12-28,cold,Negative,7,3
3714,2016-12-28,cold,Negative,1,5
3725,2016-12-28,cold,Negative,5,3
3726,2016-12-28,cold,Negative,7,3
3727,2016-12-28,cold,Negative,1,3
3728,2016-12-28,cold,Negative,7,3
3729,2016-12-28,cold,Negative,1,5
3745,2016-12-28,cold,Positive,5,3
3746,2016-12-28,cold,Positive,7,3
3747,2016-12-28,cold,Positive,1,3
3748,2016-12-28,cold,Positive,7,3
3749,2016-12-28,cold,Positive,1,5
3945,2016-12-28,cold,Negative,5,3
3946,2016-12-28,cold,Negative,7,3
3947,2016-12-28,cold,Negative,1,3
3948,2016-12-28,cold,Negative,7,3
3949,2016-12-28,cold,Negative,1,5
4070,2016-12-28,cold,Negative,5,3
4071,2016-12-28,cold,Negative,7,3
4072,2016-12-28,cold,Negative,1,3
4073,2016-12-28,cold,Negative,7,3
4074,2016-12-28,cold,Negative,1,5
4215,2016-12-28,cold,Negative,5,3
4216,2016-12-28,cold,Negative,7,3
4217,2016-12-28,cold,Negative,1,3
4218,2016-12-28,cold,Negative,7,3
4219,2016-12-28,cold,Negative,1,5
4220,2016-12-28,cold,Negative,5,3
4221,2016-12-28,cold,Negative,7,3
4222,2016-12-28,cold,Negative,1,3
4223,2016-12-28,cold,Negative,7,3
4224,2016-12-28,cold,Negative,1,5
4320,2016-12-28,cold,Negative,5,3
4321,2016-12-28,cold,Negative,7,3
4322,2016-12-28,cold,Negative,1,3
4323,2016-12-28,cold,Negative,7,3
4324,2016-12-28,cold,Negative,1,5
4375,2016-12-28,cold,Negative,5,3
4376,2016-12-28,cold,Negative,7,3
4377,2016-12-28,cold,Negative,1,3
4378,2016-12-28,cold,Negative,7,3
4379,2016-12-28,cold,Negative,1,5
4430,2016-12-28,cold,Negative,5,3
4431,2016-12-28,cold,Negative,7,3
4432,2016-12-28,cold,Negative,1,3
4433,2016-12-28,cold,Negative,7,3
4434,2016-12-28,cold,Negative,1,5
4440,2016-12-28,cold,Negative,5,3
4441,2016-12-28,cold,Negative,7,3
4442,2016-12-28,cold,Negative,1,3
4443,2016-12-28,cold,Negative,7,3
4444,2016-12-28,cold,Negative,1,5
4450,2016-12-28,cold,Negative,5,3
4451,2016-12-28,cold,Negative,7,3
4452,2016-12-28,cold,Negative,1,3
4453,2016-12-28,cold,Negative,7,3
4454,2016-12-28,cold,Negative,1,5
4520,2016-12-28,cold,Negative,5,3
4521,2016-12-28,cold,Negative,7,3
4522,2016-12-28,cold,Negative,1,3
4523,2016-12-28,cold,Negative,7,3
4524,2016-12-28,cold,Negative,1,5
4940,2016-12-28,cold,Negative,5,3
4941,2016-12-28,cold,Negative,7,3
4942,2016-12-28,cold,Negative,1,3
4943,2016-12-28,cold,Negative,7,3
4944,2016-12-28,cold,Negative,1,5
5000,2016-12-29,cold,Negative,7,4
5001,2016-12-29,cold,Negative,7,4
5002,2016-12-29,cold,Negative,7,3
5003,2016-12-29,cold,Negative,3,3
5004,2016-12-29,cold,Negative,1,4
5070,2016-12-29,cold,Negative,7,4
5071,2016-12-29,cold,Negative,7,4
5072,2016-12-29,cold,Negative,7,3
5073,2016-12-29,cold,Negative,3,3
5074,2016-12-29,cold,Negative,1,4
5180,2016-12-29,cold,Negative,7,4
5181,2016-12-29,cold,Negative,7,4
5182,2016-12-29,cold,Negative,7,3
5183,2016-12-29,cold,Negative,3,3
5184,2016-12-29,cold,Negative,1,4
5190,2016-12-29,cold,Negative,7,4
5191,2016-12-29,cold,Negative,7,4
5192,2016-12-29,cold,Negative,7,3
5193,2016-12-29,cold,Negative,3,3
5194,2016-12-29,cold,Negative,1,4
5205,2016-12-29,cold,Negative,7,4
5206,2016-12-29,cold,Negative,7,4
5207,2016-12-29,cold,Negative,7,3
5208,2016-12-29,cold,Negative,3,3
5209,2016-12-29,cold,Negative,1,4
5210,2016-12-29,cold,Negative,7,4
5211,2016-12-29,cold,Negative,7,4
5212,2016-12-29,cold,Negative,7,3
5213,2016-12-29,cold,Negative,3,3
5214,2016-12-29,cold,Negative,1,4
5240,2016-12-29,cold,Negative,7,4
5241,2016-12-29,cold,Negative,7,4
5242,2016-12-29,cold,Negative,7,3
5243,2016-12-29,cold,Negative,3,3
5244,2016-12-29,cold,Negative,1,4
5295,2016-12-29,cold,Negative,7,4
5296,2016-12-29,cold,Negative,7,4
5297,2016-12-29,cold,Negative,7,3
5298,2016-12-29,cold,Negative,3,3
5299,2016-12-29,cold,Negative,1,4
5300,2016-12-29,cold,Negative,7,4
5301,2016-12-29,cold,Negative,7,4
5302,2016-12-29,cold,Negative,7,3
5303,2016-12-29,cold,Negative,3,3
5304,2016-12-29,cold,Negative,1,4
5635,2016-12-29,cold,Negative,7,4
5636,2016-12-29,cold,Negative,7,4
5637,2016-12-29,cold,Negative,7,3
5638,2016-12-29,cold,Negative,3,3
5639,2016-12-29,cold,Negative,1,4
5645,2016-12-29,cold,Negative,7,4
5646,2016-12-29,cold,Negative,7,4
5647,2016-12-29,cold,Negative,7,3
5648,2016-12-29,cold,Negative,3,3
5649,2016-12-29,cold,Negative,1,4
5685,2016-12-29,cold,Negative,7,4
5686,2016-12-29,cold,Negative,7,4
5687,2016-12-29,cold,Negative,7,3
5688,2016-12-29,cold,Negative,3,3
5689,2016-12-29,cold,Negative,1,4
5700,2016-12-29,cold,Negative,7,4
5701,2016-12-29,cold,Negative,7,4
5702,2016-12-29,cold,Negative,7,3
5703,2016-12-29,cold,Negative,3,3
5704,2016-12-29,cold,Negative,1,4
5730,2016-12-29,cold,Negative,7,4
5731,2016-12-29,cold,Negative,7,4
5732,2016-12-29,cold,Negative,7,3
5733,2016-12-29,cold,Negative,3,3
5734,2016-12-29,cold,Negative,1,4
5815,2016-12-29,cold,Negative,7,4
5816,2016-12-29,cold,Negative,7,4
5817,2016-12-29,cold,Negative,7,3
5818,2016-12-29,cold,Negative,3,3
5819,2016-12-29,cold,Negative,1,4
5855,2016-12-29,cold,Negative,7,4
5856,2016-12-29,cold,Negative,7,4
5857,2016-12-29,cold,Negative,7,3
5858,2016-12-29,cold,Negative,3,3
5859,2016-12-29,cold,Negative,1,4
5900,2016-12-29,cold,Negative,7,4
5901,2016-12-29,cold,Negative,7,4
5902,2016-12-29,cold,Negative,7,3
5903,2016-12-29,cold,Negative,3,3
5904,2016-12-29,cold,Negative,1,4
5950,2016-12-29,cold,Negative,7,4
5951,2016-12-29,cold,Negative,7,4
5952,2016-12-29,cold,Negative,7,3
5953,2016-12-29,cold,Negative,3,3
5954,2016-12-29,cold,Negative,1,4
6060,2016-12-29,cold,Negative,7,4
6061,2016-12-29,cold,Negative,7,4
6062,2016-12-29,cold,Negative,7,3
6063,2016-12-29,cold,Negative,3,3
6064,2016-12-29,cold,Negative,1,4
6300,2016-12-29,cold,Negative,7,4
6301,2016-12-29,cold,Negative,7,4
6302,2016-12-29,cold,Negative,7,3
6303,2016-12-29,cold,Negative,3,3
6304,2016-12-29,cold,Negative,1,4
6330,2016-12-29,cold,Negative,7,4
6331,2016-12-29,cold,Negative,7,4
6332,2016-12-29,cold,Negative,7,3
6333,2016-12-29,cold,Negative,3,3
6334,2016-12-29,cold,Negative,1,4
6350,2016-12-29,cold,Negative,7,4
6351,2016-12-29,cold,Negative,7,4
6352,2016-12-29,cold,Negative,7,3
6353,2016-12-29,cold,Negative,3,3
6354,2016-12-29,cold,Negative,1,4
6545,2016-12-29,cold,Negative,7,4
6546,2016-12-29,cold,Negative,7,4
6547,2016-12-29,cold,Negative,7,3
6548,2016-12-29,cold,Negative,3,3
6549,2016-12-29,cold,Negative,1,4
6665,2016-12-29,cold,Negative,7,4
6666,2016-12-29,cold,Negative,7,4
6667,2016-12-29,cold,Negative,7,3
6668,2016-12-29,cold,Negative,3,3
6669,2016-12-29,cold,Negative,1,4
6675,2016-12-29,cold,Negative,7,4
6676,2016-12-29,cold,Negative,7,4
6677,2016-12-29,cold,Negative,7,3
6678,2016-12-29,cold,Negative,3,3
6679,2016-12-29,cold,Negative,1,4
6680,2016-12-29,cold,Negative,7,4
6681,2016-12-29,cold,Negative,7,4
6682,2016-12-29,cold,Negative,7,3
6683,2016-12-29,cold,Negative,3,3
6684,2016-12-29,cold,Negative,1,4
7000,2016-12-29,cold,Negative,7,4
7001,2016-12-29,cold,Negative,7,4
7002,2016-12-29,cold,Negative,7,3
7003,2016-12-29,cold,Negative,3,3
